Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Ghor Province,72,0,10,,,2020-06-04
Helmand Province,45,0,20,,,2020-06-04
Kapisa Province,79,0,19,,,2020-06-04
Nuristan Province,9,0,2,,,2020-06-04
Urozgan Province,5,0,1,,,2020-06-04
Herat Province,"3,117",57,268,,,2020-06-03
Balkh Province,"1,179",39,47,,,2020-06-03
Kabul Province,"6,810",39,401,,,2020-06-03
Nangarhar Province,840,22,42,,,2020-06-03
Kandahar Province,690,17,43,,,2020-06-03
Ghazni Province,239,16,27,,,2020-06-03
Baghlan Province,336,13,63,,,2020-06-03
Panjshir Province,158,10,43,,,2020-06-03
Faryab Province,155,9,8,,,2020-06-03
Takhar Province,381,9,48,,,2020-06-03
Logar Province,226,8,39,,,2020-06-03
Kunar Province,179,7,18,,,2020-06-03
Paktia Province,612,7,108,,,2020-06-03
Parwan Province,185,7,14,,,2020-06-03
Jowzjan Province,179,6,7,,,2020-06-03
Khost Province,104,6,8,,,2020-06-03
Samangan Province,264,5,11,,,2020-06-03
Kunduz Province,133,4,38,,,2020-06-03
Laghman Province,221,3,46,,,2020-06-03
Wardak Province,175,3,49,,,2020-06-03
Bamyan Province,112,1,15,,,2020-06-03
Daykundi Province,28,1,10,,,2020-06-03
Farah Province,174,1,19,,,2020-06-03
Nimruz Province,63,1,30,,,2020-06-03
Paktika Province,86,1,22,,,2020-06-03
Sar-e Pol Province,99,1,9,,,2020-06-03
Zabul Province,38,1,10,,,2020-06-03
Badakhshan Province,48,0,1,,,2020-06-03
Badghis Province,217,0,25,,,2020-06-03
Ghor Province,72,0,10,,,2020-06-03
Helmand Province,45,0,20,,,2020-06-03
Kapisa Province,79,0,19,,,2020-06-03
Nuristan Province,9,0,2,,,2020-06-03
Urozgan Province,5,0,1,,,2020-06-03
Herat Province,"2,901",53,268,,,2020-06-02
Balkh Province,"1,127",39,46,,,2020-06-02
Kabul Province,"6,478",31,384,,,2020-06-02
Nangarhar Province,837,21,28,,,2020-06-02
Kandahar Province,636,16,43,,,2020-06-02
Ghazni Province,239,14,27,,,2020-06-02
Baghlan Province,336,12,58,,,2020-06-02
Faryab Province,144,9,5,,,2020-06-02
Takhar Province,381,9,48,,,2020-06-02
Logar Province,207,8,21,,,2020-06-02
Kunar Province,168,7,18,,,2020-06-02
Paktia Province,612,7,108,,,2020-06-02
Panjshir Province,158,7,43,,,2020-06-02
Jowzjan Province,131,6,3,,,2020-06-02
Khost Province,104,5,8,,,2020-06-02
Parwan Province,185,5,5,,,2020-06-02
Kunduz Province,133,4,38,,,2020-06-02
Samangan Province,262,4,11,,,2020-06-02
Laghman Province,221,3,46,,,2020-06-02
Wardak Province,175,3,49,,,2020-06-02
Bamyan Province,112,1,15,,,2020-06-02
Daykundi Province,28,1,10,,,2020-06-02
Farah Province,174,1,19,,,2020-06-02
Nimruz Province,63,1,30,,,2020-06-02
Paktika Province,86,1,22,,,2020-06-02
Sar-e Pol Province,99,1,9,,,2020-06-02
Zabul Province,38,1,10,,,2020-06-02
Badakhshan Province,48,0,1,,,2020-06-02
Badghis Province,217,0,25,,,2020-06-02
Ghor Province,72,0,10,,,2020-06-02
Helmand Province,45,0,20,,,2020-06-02
Kapisa Province,79,0,19,,,2020-06-02
Nuristan Province,4,0,2,,,2020-06-02
Urozgan Province,5,0,1,,,2020-06-02
Herat Province,"2,572",53,268,,,2020-05-31
Balkh Province,"1,084",34,39,,,2020-05-31
Kabul Province,"6,146",30,375,,,2020-05-31
Takhar Province,350,24,8,,,2020-05-31
Nangarhar Province,753,21,23,,,2020-05-31
Kandahar Province,636,16,43,,,2020-05-31
Ghazni Province,221,14,27,,,2020-05-31
Baghlan Province,309,10,54,,,2020-05-31
Faryab Province,114,8,5,,,2020-05-31
Logar Province,190,8,21,,,2020-05-31
Kunar Province,165,7,16,,,2020-05-31
Paktia Province,454,7,74,,,2020-05-31
Panjshir Province,158,7,43,,,2020-05-31
Jowzjan Province,131,6,3,,,2020-05-31
Khost Province,79,5,8,,,2020-05-31
Parwan Province,181,5,5,,,2020-05-31
Kunduz Province,133,4,38,,,2020-05-31
Laghman Province,219,3,36,,,2020-05-31
Samangan Province,212,2,8,,,2020-05-31
Wardak Province,163,2,29,,,2020-05-31
Bamyan Province,71,1,15,,,2020-05-31
Daykundi Province,28,1,10,,,2020-05-31
Farah Province,138,1,19,,,2020-05-31
Nimruz Province,63,1,30,,,2020-05-31
Paktika Province,86,1,22,,,2020-05-31
Sar-e Pol Province,77,1,5,,,2020-05-31
Zabul Province,38,1,10,,,2020-05-31
Badakhshan Province,34,0,1,,,2020-05-31
Badghis Province,215,0,25,,,2020-05-31
Ghor Province,58,0,10,,,2020-05-31
Helmand Province,45,0,20,,,2020-05-31
Kapisa Province,72,0,19,,,2020-05-31
Nuristan Province,4,0,2,,,2020-05-31
Urozgan Province,5,0,1,,,2020-05-31
Herat Province,"2,461",51,268,,,2020-05-30
Balkh Province,"1,009",33,37,,,2020-05-30
Kabul Province,"5,775",30,375,,,2020-05-30
Takhar Province,328,24,8,,,2020-05-30
Nangarhar Province,732,21,23,,,2020-05-30
Kandahar Province,636,16,43,,,2020-05-30
Ghazni Province,221,14,27,,,2020-05-30
Faryab Province,114,8,5,,,2020-05-30
Logar Province,164,8,21,,,2020-05-30
Baghlan Province,298,7,31,,,2020-05-30
Paktia Province,454,7,74,,,2020-05-30
Panjshir Province,158,7,43,,,2020-05-30
Jowzjan Province,131,6,3,,,2020-05-30
Khost Province,79,5,8,,,2020-05-30
Kunar Province,159,5,16,,,2020-05-30
Parwan Province,179,5,5,,,2020-05-30
Kunduz Province,133,4,38,,,2020-05-30
Laghman Province,201,3,36,,,2020-05-30
Samangan Province,179,2,8,,,2020-05-30
Wardak Province,163,2,29,,,2020-05-30
Bamyan Province,69,1,15,,,2020-05-30
Daykundi Province,28,1,10,,,2020-05-30
Farah Province,138,1,19,,,2020-05-30
Nimruz Province,63,1,30,,,2020-05-30
Paktika Province,86,1,22,,,2020-05-30
Sar-e Pol Province,77,1,5,,,2020-05-30
Zabul Province,38,1,10,,,2020-05-30
Badakhshan Province,34,0,1,,,2020-05-30
Badghis Province,215,0,25,,,2020-05-30
Ghor Province,58,0,10,,,2020-05-30
Helmand Province,45,0,20,,,2020-05-30
Kapisa Province,72,0,19,,,2020-05-30
Nuristan Province,4,0,2,,,2020-05-30
Urozgan Province,5,0,1,,,2020-05-30
Herat Province,"2,284",51,251,,,2020-05-29
Balkh Province,970,33,37,,,2020-05-29
Kabul Province,"5,364",30,369,,,2020-05-29
Takhar Province,299,24,8,,,2020-05-29
Nangarhar Province,697,21,23,,,2020-05-29
Kandahar Province,636,16,43,,,2020-05-29
Ghazni Province,211,14,27,,,2020-05-29
Faryab Province,112,8,5,,,2020-05-29
Baghlan Province,279,7,31,,,2020-05-29
Logar Province,164,7,21,,,2020-05-29
Panjshir Province,152,7,43,,,2020-05-29
Jowzjan Province,131,6,3,,,2020-05-29
Paktia Province,426,6,74,,,2020-05-29
Khost Province,79,5,8,,,2020-05-29
Kunar Province,159,5,16,,,2020-05-29
Parwan Province,142,5,5,,,2020-05-29
Kunduz Province,117,4,33,,,2020-05-29
Laghman Province,201,3,36,,,2020-05-29
Samangan Province,179,2,8,,,2020-05-29
Wardak Province,160,2,29,,,2020-05-29
Bamyan Province,69,1,15,,,2020-05-29
Daykundi Province,28,1,10,,,2020-05-29
Nimruz Province,63,1,30,,,2020-05-29
Paktika Province,86,1,22,,,2020-05-29
Sar-e Pol Province,77,1,5,,,2020-05-29
Zabul Province,38,1,10,,,2020-05-29
Badakhshan Province,30,0,1,,,2020-05-29
Badghis Province,189,0,5,,,2020-05-29
Farah Province,138,0,19,,,2020-05-29
Ghor Province,58,0,10,,,2020-05-29
Helmand Province,45,0,20,,,2020-05-29
Kapisa Province,57,0,19,,,2020-05-29
Nuristan Province,4,0,2,,,2020-05-29
Urozgan Province,5,0,1,,,2020-05-29
Herat Province,"2,105",44,246,,,2020-05-28
Balkh Province,947,32,37,,,2020-05-28
Kabul Province,"5,093",29,354,,,2020-05-28
Takhar Province,297,24,8,,,2020-05-28
Nangarhar Province,630,21,23,,,2020-05-28
Kandahar Province,636,16,43,,,2020-05-28
Ghazni Province,211,14,27,,,2020-05-28
Faryab Province,112,8,5,,,2020-05-28
Baghlan Province,279,7,31,,,2020-05-28
Logar Province,161,7,21,,,2020-05-28
Panjshir Province,152,7,43,,,2020-05-28
Jowzjan Province,131,6,3,,,2020-05-28
Paktia Province,419,6,74,,,2020-05-28
Kunar Province,158,5,16,,,2020-05-28
Parwan Province,142,5,5,,,2020-05-28
Kunduz Province,117,4,33,,,2020-05-28
Khost Province,61,3,5,,,2020-05-28
Laghman Province,188,3,36,,,2020-05-28
Samangan Province,179,2,8,,,2020-05-28
Wardak Province,160,2,29,,,2020-05-28
Bamyan Province,60,1,15,,,2020-05-28
Daykundi Province,27,1,10,,,2020-05-28
Nimruz Province,63,1,30,,,2020-05-28
Paktika Province,77,1,1,,,2020-05-28
Sar-e Pol Province,77,1,5,,,2020-05-28
Zabul Province,38,1,10,,,2020-05-28
Badakhshan Province,20,0,1,,,2020-05-28
Badghis Province,189,0,5,,,2020-05-28
Farah Province,138,0,14,,,2020-05-28
Ghor Province,58,0,10,,,2020-05-28
Helmand Province,45,0,20,,,2020-05-28
Kapisa Province,57,0,19,,,2020-05-28
Nuristan Province,4,0,1,,,2020-05-28
Urozgan Province,5,0,1,,,2020-05-28
Herat Province,"1,858",36,205,,,2020-05-26
Balkh Province,875,31,37,,,2020-05-26
Kabul Province,"4,411",29,337,,,2020-05-26
Takhar Province,273,24,8,,,2020-05-26
Nangarhar Province,625,21,23,,,2020-05-26
Kandahar Province,636,16,43,,,2020-05-26
Ghazni Province,211,14,27,,,2020-05-26
Baghlan Province,270,7,31,,,2020-05-26
Logar Province,161,7,21,,,2020-05-26
Jowzjan Province,131,6,3,,,2020-05-26
Paktia Province,399,6,74,,,2020-05-26
Panjshir Province,116,6,25,,,2020-05-26
Faryab Province,97,5,5,,,2020-05-26
Parwan Province,102,5,4,,,2020-05-26
Kunduz Province,116,4,33,,,2020-05-26
Khost Province,61,3,5,,,2020-05-26
Kunar Province,144,3,16,,,2020-05-26
Laghman Province,180,3,36,,,2020-05-26
Samangan Province,179,2,8,,,2020-05-26
Wardak Province,160,2,29,,,2020-05-26
Bamyan Province,58,1,15,,,2020-05-26
Daykundi Province,27,1,10,,,2020-05-26
Nimruz Province,63,1,30,,,2020-05-26
Paktika Province,77,1,1,,,2020-05-26
Sar-e Pol Province,77,1,5,,,2020-05-26
Zabul Province,38,1,10,,,2020-05-26
Badakhshan Province,20,0,1,,,2020-05-26
Badghis Province,189,0,5,,,2020-05-26
Farah Province,116,0,14,,,2020-05-26
Ghor Province,50,0,10,,,2020-05-26
Helmand Province,45,0,20,,,2020-05-26
Kapisa Province,57,0,19,,,2020-05-26
Nuristan Province,4,0,1,,,2020-05-26
Urozgan Province,5,0,1,,,2020-05-26
Herat Province,"1,711",35,203,,,2020-05-24
Balkh Province,762,30,34,,,2020-05-24
Kabul Province,"3,784",29,303,,,2020-05-24
Takhar Province,258,24,8,,,2020-05-24
Nangarhar Province,580,21,23,,,2020-05-24
Kandahar Province,636,16,43,,,2020-05-24
Ghazni Province,211,14,27,,,2020-05-24
Baghlan Province,206,7,31,,,2020-05-24
Logar Province,154,7,21,,,2020-05-24
Jowzjan Province,120,6,2,,,2020-05-24
Paktia Province,384,6,72,,,2020-05-24
Panjshir Province,114,6,25,,,2020-05-24
Faryab Province,68,5,5,,,2020-05-24
Parwan Province,102,5,4,,,2020-05-24
Kunduz Province,116,4,33,,,2020-05-24
Khost Province,58,3,5,,,2020-05-24
Kunar Province,130,3,14,,,2020-05-24
Laghman Province,180,3,34,,,2020-05-24
Samangan Province,178,2,8,,,2020-05-24
Wardak Province,153,2,29,,,2020-05-24
Bamyan Province,46,1,12,,,2020-05-24
Daykundi Province,27,1,10,,,2020-05-24
Nimruz Province,63,1,30,,,2020-05-24
Paktika Province,77,1,1,,,2020-05-24
Sar-e Pol Province,73,1,4,,,2020-05-24
Zabul Province,38,1,10,,,2020-05-24
Badakhshan Province,20,0,1,,,2020-05-24
Badghis Province,116,0,5,,,2020-05-24
Farah Province,64,0,12,,,2020-05-24
Ghor Province,48,0,10,,,2020-05-24
Helmand Province,45,0,20,,,2020-05-24
Kapisa Province,51,0,19,,,2020-05-24
Nuristan Province,4,0,0,,,2020-05-24
Urozgan Province,5,0,1,,,2020-05-24
Balkh Province,996,29,27,,,2020-05-22
Kabul Province,"3,083",29,298,,,2020-05-22
Herat Province,"1,461",26,203,,,2020-05-22
Takhar Province,233,24,8,,,2020-05-22
Nangarhar Province,513,20,12,,,2020-05-22
Kandahar Province,636,16,43,,,2020-05-22
Ghazni Province,164,13,21,,,2020-05-22
Baghlan Province,194,7,31,,,2020-05-22
Logar Province,139,7,21,,,2020-05-22
Jowzjan Province,118,6,2,,,2020-05-22
Paktia Province,356,6,64,,,2020-05-22
Panjshir Province,114,6,25,,,2020-05-22
Faryab Province,54,5,5,,,2020-05-22
Parwan Province,94,5,4,,,2020-05-22
Khost Province,58,3,5,,,2020-05-22
Kunar Province,116,3,8,,,2020-05-22
Kunduz Province,87,3,29,,,2020-05-22
Laghman Province,173,3,22,,,2020-05-22
Samangan Province,157,2,8,,,2020-05-22
Wardak Province,145,2,9,,,2020-05-22
Bamyan Province,37,1,10,,,2020-05-22
Daykundi Province,27,1,10,,,2020-05-22
Nimruz Province,63,1,30,,,2020-05-22
Paktika Province,65,1,1,,,2020-05-22
Sar-e Pol Province,73,1,4,,,2020-05-22
Zabul Province,38,1,10,,,2020-05-22
Badakhshan Province,17,0,1,,,2020-05-22
Badghis Province,107,0,4,,,2020-05-22
Farah Province,60,0,12,,,2020-05-22
Ghor Province,44,0,2,,,2020-05-22
Helmand Province,45,0,20,,,2020-05-22
Kapisa Province,40,0,19,,,2020-05-22
Nuristan Province,4,0,0,,,2020-05-22
Urozgan Province,5,0,1,,,2020-05-22
Kabul Province,"2,231",25,284,,,2020-05-19
Balkh Province,589,24,35,,,2020-05-19
Herat Province,"1,286",24,193,,,2020-05-19
Nangarhar Province,444,16,12,,,2020-05-19
Kandahar Province,636,15,43,,,2020-05-19
Ghazni Province,149,11,19,,,2020-05-19
Takhar Province,182,8,8,,,2020-05-19
Baghlan Province,141,7,7,,,2020-05-19
Logar Province,132,6,21,,,2020-05-19
Jowzjan Province,102,5,2,,,2020-05-19
Paktia Province,337,5,52,,,2020-05-19
Panjshir Province,97,4,13,,,2020-05-19
Parwan Province,72,4,1,,,2020-05-19
Faryab Province,51,3,5,,,2020-05-19
Khost Province,46,3,4,,,2020-05-19
Kunduz Province,80,3,26,,,2020-05-19
Laghman Province,153,3,17,,,2020-05-19
Kunar Province,91,2,3,,,2020-05-19
Samangan Province,157,2,8,,,2020-05-19
Wardak Province,116,2,8,,,2020-05-19
Bamyan Province,37,1,10,,,2020-05-19
Daykundi Province,22,1,8,,,2020-05-19
Nimruz Province,63,1,30,,,2020-05-19
Paktika Province,53,1,1,,,2020-05-19
Sar-e Pol Province,54,1,2,,,2020-05-19
Zabul Province,38,1,7,,,2020-05-19
Badakhshan Province,17,0,1,,,2020-05-19
Badghis Province,106,0,3,,,2020-05-19
Farah Province,39,0,12,,,2020-05-19
Ghor Province,44,0,2,,,2020-05-19
Helmand Province,45,0,20,,,2020-05-19
Kapisa Province,34,0,2,,,2020-05-19
Nuristan Province,4,0,0,,,2020-05-19
Urozgan Province,5,0,1,,,2020-05-19
Zabul Province,38,–,7,,,2020-05-18
Kabul Province,"2,066",25,261,,,2020-05-18
Balkh Province,534,24,19,,,2020-05-18
Herat Province,"1,248",24,193,,,2020-05-18
Nangarhar Province,310,16,12,,,2020-05-18
Kandahar Province,636,15,43,,,2020-05-18
Ghazni Province,128,11,19,,,2020-05-18
Takhar Province,170,8,8,,,2020-05-18
Baghlan Province,136,7,7,,,2020-05-18
Jowzjan Province,102,5,2,,,2020-05-18
Logar Province,132,5,11,,,2020-05-18
Paktia Province,308,5,50,,,2020-05-18
Parwan Province,68,4,1,,,2020-05-18
Faryab Province,51,3,5,,,2020-05-18
Khost Province,44,3,4,,,2020-05-18
Kunduz Province,76,3,26,,,2020-05-18
Panjshir Province,88,3,13,,,2020-05-18
Kunar Province,75,2,3,,,2020-05-18
Laghman Province,123,2,16,,,2020-05-18
Wardak Province,115,2,4,,,2020-05-18
Bamyan Province,37,1,9,,,2020-05-18
Daykundi Province,21,1,8,,,2020-05-18
Nimruz Province,68,1,30,,,2020-05-18
Paktika Province,50,1,1,,,2020-05-18
Samangan Province,134,1,8,,,2020-05-18
Sar-e Pol Province,39,1,0,,,2020-05-18
Badakhshan Province,16,0,1,,,2020-05-18
Badghis Province,93,0,3,,,2020-05-18
Farah Province,39,0,12,,,2020-05-18
Ghor Province,44,0,2,,,2020-05-18
Helmand Province,45,0,20,,,2020-05-18
Kapisa Province,34,0,2,,,2020-05-18
Nuristan Province,4,0,0,,,2020-05-18
Urozgan Province,5,0,1,,,2020-05-18
Zabul Province,38,–,7,,,2020-05-17
Kabul Province,"1,904",25,261,,,2020-05-17
Herat Province,"1,153",24,183,,,2020-05-17
Balkh Province,503,22,17,,,2020-05-17
Nangarhar Province,310,16,12,,,2020-05-17
Kandahar Province,636,15,43,,,2020-05-17
Ghazni Province,128,11,19,,,2020-05-17
Takhar Province,150,8,8,,,2020-05-17
Baghlan Province,130,7,7,,,2020-05-17
Jowzjan Province,102,5,2,,,2020-05-17
Logar Province,125,5,11,,,2020-05-17
Paktia Province,293,5,45,,,2020-05-17
Parwan Province,50,4,1,,,2020-05-17
Faryab Province,51,3,5,,,2020-05-17
Kunduz Province,73,3,26,,,2020-05-17
Panjshir Province,85,3,13,,,2020-05-17
Kunar Province,71,2,3,,,2020-05-17
Laghman Province,122,2,16,,,2020-05-17
Wardak Province,107,2,4,,,2020-05-17
Bamyan Province,37,1,9,,,2020-05-17
Daykundi Province,16,1,8,,,2020-05-17
Khost Province,35,1,4,,,2020-05-17
Nimruz Province,68,1,30,,,2020-05-17
Paktika Province,46,1,1,,,2020-05-17
Samangan Province,134,1,8,,,2020-05-17
Sar-e Pol Province,39,1,0,,,2020-05-17
Badakhshan Province,16,0,1,,,2020-05-17
Badghis Province,93,0,3,,,2020-05-17
Farah Province,39,0,12,,,2020-05-17
Ghor Province,39,0,2,,,2020-05-17
Helmand Province,45,0,20,,,2020-05-17
Kapisa Province,32,0,2,,,2020-05-17
Nuristan Province,4,0,0,,,2020-05-17
Urozgan Province,5,0,1,,,2020-05-17
Zabul Province,38,–,7,,,2020-05-16
Kabul Province,"1,844",25,261,,,2020-05-16
Herat Province,"1,096",24,183,,,2020-05-16
Balkh Province,492,22,12,,,2020-05-16
Nangarhar Province,310,16,12,,,2020-05-16
Kandahar Province,636,15,43,,,2020-05-16
Ghazni Province,128,11,19,,,2020-05-16
Takhar Province,140,8,8,,,2020-05-16
Baghlan Province,124,7,7,,,2020-05-16
Logar Province,111,5,11,,,2020-05-16
Paktia Province,283,5,44,,,2020-05-16
Jowzjan Province,93,4,2,,,2020-05-16
Parwan Province,40,4,1,,,2020-05-16
Faryab Province,43,3,5,,,2020-05-16
Kunduz Province,73,3,26,,,2020-05-16
Panjshir Province,85,3,13,,,2020-05-16
Kunar Province,71,2,3,,,2020-05-16
Laghman Province,122,2,16,,,2020-05-16
Wardak Province,97,2,4,,,2020-05-16
Bamyan Province,37,1,9,,,2020-05-16
Daykundi Province,16,1,8,,,2020-05-16
Khost Province,14,1,4,,,2020-05-16
Nimruz Province,68,1,30,,,2020-05-16
Paktika Province,38,1,1,,,2020-05-16
Samangan Province,112,1,8,,,2020-05-16
Sar-e Pol Province,39,1,0,,,2020-05-16
Badakhshan Province,16,0,1,,,2020-05-16
Badghis Province,85,0,3,,,2020-05-16
Farah Province,39,0,12,,,2020-05-16
Ghor Province,39,0,2,,,2020-05-16
Helmand Province,45,0,20,,,2020-05-16
Kapisa Province,24,0,2,,,2020-05-16
Nuristan Province,4,0,0,,,2020-05-16
Urozgan Province,5,0,1,,,2020-05-16
Zabul Province,38,–,3,,,2020-05-15
Balkh Province,461,22,12,,,2020-05-15
Herat Province,"1,067",22,183,,,2020-05-15
Kabul Province,"1,718",19,206,,,2020-05-15
Kandahar Province,626,15,43,,,2020-05-15
Nangarhar Province,273,15,12,,,2020-05-15
Ghazni Province,128,7,12,,,2020-05-15
Takhar Province,133,7,6,,,2020-05-15
Logar Province,101,5,11,,,2020-05-15
Paktia Province,227,5,35,,,2020-05-15
Jowzjan Province,88,4,2,,,2020-05-15
Parwan Province,40,4,–,,,2020-05-15
Baghlan Province,113,3,4,,,2020-05-15
Faryab Province,43,3,4,,,2020-05-15
Panjshir Province,84,3,13,,,2020-05-15
Kunar Province,71,2,3,,,2020-05-15
Kunduz Province,70,2,26,,,2020-05-15
Laghman Province,114,2,16,,,2020-05-15
Wardak Province,96,2,4,,,2020-05-15
Bamyan Province,36,1,9,,,2020-05-15
Daykundi Province,16,1,8,,,2020-05-15
Khost Province,14,1,0,,,2020-05-15
Nimruz Province,63,1,30,,,2020-05-15
Paktika Province,38,1,1,,,2020-05-15
Samangan Province,112,1,8,,,2020-05-15
Sar-e Pol Province,31,1,0,,,2020-05-15
Badakhshan Province,16,0,1,,,2020-05-15
Badghis Province,80,0,2,,,2020-05-15
Farah Province,39,0,12,,,2020-05-15
Ghor Province,39,0,2,,,2020-05-15
Helmand Province,45,0,17,,,2020-05-15
Kapisa Province,24,0,2,,,2020-05-15
Nuristan Province,4,0,0,,,2020-05-15
Urozgan Province,5,0,1,,,2020-05-15
Herat Province,935,22,175,,,2020-05-14
Balkh Province,461,18,12,,,2020-05-14
Kabul Province,"1,556",18,252,,,2020-05-14
Kandahar Province,613,15,42,,,2020-05-14
Nangarhar Province,247,12,13,,,2020-05-14
Ghazni Province,126,7,10,,,2020-05-14
Logar Province,101,5,6,,,2020-05-14
Takhar Province,133,5,4,,,2020-05-14
Jowzjan Province,79,4,1,,,2020-05-14
Baghlan Province,113,3,4,,,2020-05-14
Paktia Province,200,3,33,,,2020-05-14
Parwan Province,45,3,0,,,2020-05-14
Faryab Province,37,2,4,,,2020-05-14
Kunduz Province,65,2,23,,,2020-05-14
Laghman Province,106,2,16,,,2020-05-14
Panjshir Province,79,2,1,,,2020-05-14
Bamyan Province,36,1,9,,,2020-05-14
Daykundi Province,15,1,5,,,2020-05-14
Khost Province,11,1,0,,,2020-05-14
Kunar Province,71,1,0,,,2020-05-14
Nimruz Province,63,1,30,,,2020-05-14
Paktika Province,34,1,1,,,2020-05-14
Samangan Province,93,1,8,,,2020-05-14
Sar-e Pol Province,30,1,0,,,2020-05-14
Wardak Province,96,1,3,,,2020-05-14
Badakhshan Province,13,0,1,,,2020-05-14
Badghis Province,80,0,2,,,2020-05-14
Farah Province,39,0,12,,,2020-05-14
Ghor Province,39,0,2,,,2020-05-14
Helmand Province,44,0,17,,,2020-05-14
Kapisa Province,22,0,2,,,2020-05-14
Nuristan Province,4,0,0,,,2020-05-14
Urozgan Province,5,0,1,,,2020-05-14
Zabul Province,33,0,3,,,2020-05-14
Herat Province,935,22,175,,,2020-05-13
Kabul Province,"1,368",18,221,,,2020-05-13
Balkh Province,437,17,10,,,2020-05-13
Kandahar Province,579,15,36,,,2020-05-13
Nangarhar Province,217,12,13,,,2020-05-13
Ghazni Province,91,7,10,,,2020-05-13
Logar Province,94,5,6,,,2020-05-13
Takhar Province,133,5,4,,,2020-05-13
Jowzjan Province,79,4,1,,,2020-05-13
Baghlan Province,88,3,4,,,2020-05-13
Paktia Province,200,3,33,,,2020-05-13
Parwan Province,32,3,0,,,2020-05-13
Faryab Province,36,2,4,,,2020-05-13
Kunduz Province,65,2,23,,,2020-05-13
Laghman Province,101,2,16,,,2020-05-13
Panjshir Province,77,2,1,,,2020-05-13
Bamyan Province,36,1,7,,,2020-05-13
Daykundi Province,15,1,5,,,2020-05-13
Khost Province,10,1,0,,,2020-05-13
Kunar Province,71,1,0,,,2020-05-13
Paktika Province,30,1,1,,,2020-05-13
Samangan Province,73,1,6,,,2020-05-13
Sar-e Pol Province,25,1,0,,,2020-05-13
Wardak Province,87,1,3,,,2020-05-13
Badakhshan Province,13,0,1,,,2020-05-13
Badghis Province,80,0,2,,,2020-05-13
Farah Province,39,0,12,,,2020-05-13
Ghor Province,39,0,2,,,2020-05-13
Helmand Province,44,0,17,,,2020-05-13
Kapisa Province,22,0,2,,,2020-05-13
Nimruz Province,58,0,30,,,2020-05-13
Nuristan Province,4,0,0,,,2020-05-13
Urozgan Province,5,0,1,,,2020-05-13
