Province,Cases,Deaths,Recoveries,Active Cases,Tests,Date
#adm1+name,#affected+infected+cases,#affected+infected+deaths,#affected+infected+recoveries,#affected+infected+active,,#date
Nooristan,905,9,822,,,2023-05-23
Paktika,"2,197",54,"1,741",,,2023-05-23
Paktya,"4,144",209,"3,663",,,2023-05-23
Panjsher,"4,083",50,"3,597",,,2023-05-23
Parwan,"5,849",53,"4,841",,,2023-05-23
Samangan,"2,076",73,"1,734",,,2023-05-23
Sar-e-Pul,"1,605",34,"1,568",,,2023-05-23
Takhar,"7,307",234,"6,746",,,2023-05-23
Urozgan,"1,503",20,984,,,2023-05-23
Wardak,"7,005",218,"6,668",,,2023-05-23
Zabul,"3,446",82,"2,406",,,2023-05-23
Badakhshan,"5,886",88,"5,294",,,2023-05-17
Badghis,"2,379",32,"2,086",,,2023-05-17
Baghlan,"5,558",99,"4,802",,,2023-05-17
Balkh,"8,900",583,"8,360",,,2023-05-17
Bamyan,"5,553",52,"4,897",,,2023-05-17
Dykundi,"3,643",68,"2,910",,,2023-05-17
Farah,"3,116",169,"1,712",,,2023-05-17
Faryab,"2,565",145,"2,360",,,2023-05-17
Ghazni,"6,195",164,"4,742",,,2023-05-17
Ghor,"4,167",60,"3,624",,,2023-05-17
Helmand,"4,406",168,"3,760",,,2023-05-17
Hirat,"21,352",791,"20,464",,,2023-05-17
Jawzjan,"2,139",52,"2,018",,,2023-05-17
Kabul,"32,760","2,406","31,941",,,2023-05-17
Kandahar,"11,545",258,"11,382",,,2023-05-17
Kapisa,"5,252",89,"4,902",,,2023-05-17
Khost,"2,159",266,"1,623",,,2023-05-17
Kunar,"3,196",109,"3,084",,,2023-05-17
Kunduz,"6,495",231,"5,948",,,2023-05-17
Laghman,"3,785",192,"4,146",,,2023-05-17
Logar,"4,027",96,"4,031",,,2023-05-17
Nangarhar,"17,863",551,"16,585",,,2023-05-17
Nimroz,"3,768",108,"3,530",,,2023-05-17
Nooristan,876,9,822,,,2023-05-17
Paktika,"2,197",54,"1,741",,,2023-05-17
Paktya,"4,095",209,"3,663",,,2023-05-17
Panjsher,"4,071",50,"3,548",,,2023-05-17
Parwan,"5,796",53,"4,841",,,2023-05-17
Samangan,"2,076",73,"1,734",,,2023-05-17
Sar-e-Pul,"1,598",34,"1,438",,,2023-05-17
Takhar,"7,276",234,"6,706",,,2023-05-17
Urozgan,"1,488",20,970,,,2023-05-17
Wardak,"6,995",218,"6,603",,,2023-05-17
Zabul,"3,433",82,"2,404",,,2023-05-17
Badakhshan,"5,713",88,"5,074",,,2023-05-08
Badghis,"2,379",32,"2,045",,,2023-05-08
Baghlan,"5,420",99,"4,802",,,2023-05-08
Balkh,"8,853",583,"8,335",,,2023-05-08
Bamyan,"5,122",52,"4,631",,,2023-05-08
Dykundi,"3,623",68,"2,910",,,2023-05-08
Farah,"3,101",169,"1,712",,,2023-05-08
Faryab,"2,547",145,"2,350",,,2023-05-08
Ghazni,"6,080",164,"4,742",,,2023-05-08
Ghor,"4,148",60,"3,615",,,2023-05-08
Helmand,"4,386",168,"3,733",,,2023-05-08
Hirat,"21,292",789,"20,396",,,2023-05-08
Jawzjan,"2,108",52,"2,018",,,2023-05-08
Kabul,"32,679","2,399","31,941",,,2023-05-08
Kandahar,"11,507",258,"11,371",,,2023-05-08
Kapisa,"5,150",89,"4,895",,,2023-05-08
Khost,"2,151",266,"1,623",,,2023-05-08
Kunar,"3,192",109,"3,084",,,2023-05-08
Kunduz,"6,400",231,"5,948",,,2023-05-08
Laghman,"3,774",192,"4,122",,,2023-05-08
Logar,"4,006",96,"4,008",,,2023-05-08
Nangarhar,"17,792",550,"16,585",,,2023-05-08
Nimroz,"3,747",108,"3,481",,,2023-05-08
Nooristan,859,9,818,,,2023-05-08
Paktika,"2,167",54,"1,741",,,2023-05-08
Paktya,"4,050",209,"3,663",,,2023-05-08
Panjsher,"4,047",50,"3,548",,,2023-05-08
Parwan,"5,696",53,"4,841",,,2023-05-08
Samangan,"2,064",73,"1,734",,,2023-05-08
Sar-e-Pul,"1,582",34,"1,438",,,2023-05-08
Takhar,"7,250",234,"6,689",,,2023-05-08
Urozgan,"1,452",20,885,,,2023-05-08
Wardak,"6,959",218,"6,594",,,2023-05-08
Zabul,"3,431",82,"2,402",,,2023-05-08
Badakhshan,"5,563",88,"4,976",,,2023-05-02
Badghis,"2,379",32,"2,008",,,2023-05-02
Baghlan,"5,287",99,"4,802",,,2023-05-02
Balkh,"8,811",583,"8,301",,,2023-05-02
Bamyan,"4,893",52,"4,570",,,2023-05-02
Dykundi,"3,605",68,"2,910",,,2023-05-02
Farah,"3,101",169,"1,712",,,2023-05-02
Faryab,"2,529",145,"2,348",,,2023-05-02
Ghazni,"6,024",164,"4,742",,,2023-05-02
Ghor,"4,139",60,"3,613",,,2023-05-02
Helmand,"4,386",168,"3,718",,,2023-05-02
Hirat,"21,221",788,"20,386",,,2023-05-02
Jawzjan,"2,088",52,"2,018",,,2023-05-02
Kabul,"32,592","2,394","31,941",,,2023-05-02
Kandahar,"11,463",258,"11,350",,,2023-05-02
Kapisa,"5,116",89,"4,843",,,2023-05-02
Khost,"2,146",266,"1,623",,,2023-05-02
Kunar,"3,192",109,"3,084",,,2023-05-02
Kunduz,"6,319",230,"5,913",,,2023-05-02
Laghman,"3,763",192,"4,098",,,2023-05-02
Logar,"3,977",96,"3,976",,,2023-05-02
Nangarhar,"17,736",550,"16,585",,,2023-05-02
Nimroz,"3,738",108,"3,462",,,2023-05-02
Nooristan,856,9,818,,,2023-05-02
Paktika,"2,160",54,"1,741",,,2023-05-02
Paktya,"4,030",209,"3,663",,,2023-05-02
Panjsher,"4,034",50,"3,548",,,2023-05-02
Parwan,"5,345",51,"4,841",,,2023-05-02
Samangan,"2,025",73,"1,734",,,2023-05-02
Sar-e-Pul,"1,546",34,"1,391",,,2023-05-02
Takhar,"7,207",234,"6,662",,,2023-05-02
Urozgan,"1,419",20,845,,,2023-05-02
Wardak,"6,886",218,"6,573",,,2023-05-02
Zabul,"3,426",82,"2,402",,,2023-05-02
Badakhshan,"5,452",88,"4,878",,,2023-04-27
Badghis,"2,379",32,"1,988",,,2023-04-27
Baghlan,"5,153",99,"4,802",,,2023-04-27
Balkh,"8,783",583,"8,263",,,2023-04-27
Bamyan,"4,750",52,"4,509",,,2023-04-27
Dykundi,"3,581",68,"2,910",,,2023-04-27
Farah,"3,077",169,"1,712",,,2023-04-27
Faryab,"2,519",145,"2,343",,,2023-04-27
Ghazni,"6,006",164,"4,742",,,2023-04-27
Ghor,"4,136",60,"3,609",,,2023-04-27
Helmand,"4,379",168,"3,718",,,2023-04-27
Hirat,"21,192",788,"20,275",,,2023-04-27
Jawzjan,"2,073",52,"2,018",,,2023-04-27
Kabul,"32,490","2,393","31,941",,,2023-04-27
Kandahar,"11,463",258,"11,342",,,2023-04-27
Kapisa,"5,076",89,"4,831",,,2023-04-27
Khost,"2,140",266,"1,623",,,2023-04-27
Kunar,"3,169",109,"3,084",,,2023-04-27
Kunduz,"6,262",230,"5,913",,,2023-04-27
Laghman,"3,736",192,"4,086",,,2023-04-27
Logar,"3,964",96,"3,964",,,2023-04-27
Nangarhar,"17,691",550,"16,585",,,2023-04-27
Nimroz,"3,724",108,"3,455",,,2023-04-27
Nooristan,853,9,818,,,2023-04-27
Paktika,"2,132",54,"1,741",,,2023-04-27
Paktya,"4,008",209,"3,663",,,2023-04-27
Panjsher,"4,018",50,"3,548",,,2023-04-27
Parwan,"5,345",51,"4,841",,,2023-04-27
Samangan,"1,999",73,"1,734",,,2023-04-27
Sar-e-Pul,"1,531",34,"1,380",,,2023-04-27
Takhar,"7,187",234,"6,644",,,2023-04-27
Urozgan,"1,402",20,813,,,2023-04-27
Wardak,"6,821",218,"6,564",,,2023-04-27
Zabul,"3,423",82,"2,401",,,2023-04-27
Badakhshan,"5,312",88,"4,802",,,2023-04-18
Badghis,"2,379",32,"1,954",,,2023-04-18
Baghlan,"5,068",99,"4,802",,,2023-04-18
Balkh,"8,712",583,"8,217",,,2023-04-18
Bamyan,"4,652",52,"4,447",,,2023-04-18
Dykundi,"3,579",68,"2,910",,,2023-04-18
Farah,"3,077",169,"1,712",,,2023-04-18
Faryab,"2,508",145,"2,335",,,2023-04-18
Ghazni,"5,991",164,"4,742",,,2023-04-18
Ghor,"4,130",60,"3,596",,,2023-04-18
Helmand,"4,370",168,"3,718",,,2023-04-18
Hirat,"21,130",787,"20,259",,,2023-04-18
Jawzjan,"2,063",52,"2,018",,,2023-04-18
Kabul,"32,363","2,389","31,941",,,2023-04-18
Kandahar,"11,423",258,"11,313",,,2023-04-18
Kapisa,"5,056",89,"4,823",,,2023-04-18
Khost,"2,138",266,"1,623",,,2023-04-18
Kunar,"3,154",109,"3,084",,,2023-04-18
Kunduz,"6,229",230,"5,904",,,2023-04-18
Laghman,"3,719",192,"4,086",,,2023-04-18
Logar,"3,913",96,"3,924",,,2023-04-18
Nangarhar,"17,619",548,"16,585",,,2023-04-18
Nimroz,"3,681",108,"3,445",,,2023-04-18
Nooristan,832,9,818,,,2023-04-18
Paktika,"2,123",54,"1,741",,,2023-04-18
Paktya,"3,976",209,"3,663",,,2023-04-18
Panjsher,"4,008",50,"3,548",,,2023-04-18
Parwan,"5,345",51,"4,841",,,2023-04-18
Samangan,"1,976",73,"1,734",,,2023-04-18
Sar-e-Pul,"1,508",34,"1,363",,,2023-04-18
Takhar,"7,140",234,"6,565",,,2023-04-18
Urozgan,"1,378",20,793,,,2023-04-18
Wardak,"6,791",218,"6,557",,,2023-04-18
Zabul,"3,416",82,"2,401",,,2023-04-18
Badakhshan,"5,217",88,"4,755",,,2023-04-14
Badghis,"2,379",32,"1,934",,,2023-04-14
Baghlan,"5,025",99,"4,802",,,2023-04-14
Balkh,"8,681",583,"8,158",,,2023-04-14
Bamyan,"4,591",52,"4,427",,,2023-04-14
Dykundi,"3,576",68,"2,910",,,2023-04-14
Farah,"3,077",169,"1,712",,,2023-04-14
Faryab,"2,499",145,"2,331",,,2023-04-14
Ghazni,"5,970",164,"4,742",,,2023-04-14
Ghor,"4,126",60,"3,591",,,2023-04-14
Helmand,"4,367",168,"3,718",,,2023-04-14
Hirat,"21,082",787,"20,216",,,2023-04-14
Jawzjan,"2,035",52,"2,018",,,2023-04-14
Kabul,"32,225","2,389","31,940",,,2023-04-14
Kandahar,"11,393",258,"11,297",,,2023-04-14
Kapisa,"5,031",89,"4,823",,,2023-04-14
Khost,"2,138",266,"1,623",,,2023-04-14
Kunar,"3,148",109,"3,084",,,2023-04-14
Kunduz,"6,199",230,"5,873",,,2023-04-14
Laghman,"3,699",192,"4,080",,,2023-04-14
Logar,"3,897",96,"3,911",,,2023-04-14
Nangarhar,"17,591",548,"16,585",,,2023-04-14
Nimroz,"3,671",108,"3,445",,,2023-04-14
Nooristan,821,9,818,,,2023-04-14
Paktika,"2,117",54,"1,741",,,2023-04-14
Paktya,"3,969",209,"3,663",,,2023-04-14
Panjsher,"4,001",50,"3,548",,,2023-04-14
Parwan,"5,345",51,"4,841",,,2023-04-14
Samangan,"1,906",73,"1,734",,,2023-04-14
Sar-e-Pul,"1,503",34,"1,353",,,2023-04-14
Takhar,"7,052",234,"6,499",,,2023-04-14
Urozgan,"1,342",20,788,,,2023-04-14
Wardak,"6,788",218,"6,556",,,2023-04-14
Zabul,"3,416",82,"2,401",,,2023-04-14
Badakhshan,"5,195",88,"4,748",,,2023-04-11
Badghis,"2,379",32,"1,922",,,2023-04-11
Baghlan,"5,020",99,"4,802",,,2023-04-11
Balkh,"8,636",583,"8,158",,,2023-04-11
Bamyan,"4,567",52,"4,424",,,2023-04-11
Dykundi,"3,576",68,"2,910",,,2023-04-11
Farah,"3,055",169,"1,712",,,2023-04-11
Faryab,"2,498",145,"2,331",,,2023-04-11
Ghazni,"5,965",164,"4,742",,,2023-04-11
Ghor,"4,120",60,"3,586",,,2023-04-11
Helmand,"4,365",168,"3,718",,,2023-04-11
Hirat,"21,039",787,"20,192",,,2023-04-11
Jawzjan,"2,035",52,"2,018",,,2023-04-11
Kabul,"32,194","2,389","31,940",,,2023-04-11
Kandahar,"11,383",258,"11,282",,,2023-04-11
Kapisa,"5,031",89,"4,823",,,2023-04-11
Khost,"2,132",266,"1,623",,,2023-04-11
Kunar,"3,145",109,"3,084",,,2023-04-11
Kunduz,"6,179",230,"5,873",,,2023-04-11
Laghman,"3,690",192,"4,074",,,2023-04-11
Logar,"3,890",96,"3,905",,,2023-04-11
Nangarhar,"17,571",548,"16,585",,,2023-04-11
Nimroz,"3,658",108,"3,445",,,2023-04-11
Nooristan,810,9,818,,,2023-04-11
Paktika,"2,105",54,"1,741",,,2023-04-11
Paktya,"3,969",209,"3,663",,,2023-04-11
Panjsher,"3,995",50,"3,548",,,2023-04-11
Parwan,"5,345",51,"4,841",,,2023-04-11
Samangan,"1,885",73,"1,734",,,2023-04-11
Sar-e-Pul,"1,492",34,"1,343",,,2023-04-11
Takhar,"7,029",234,"6,488",,,2023-04-11
Urozgan,"1,304",20,788,,,2023-04-11
Wardak,"6,782",218,"6,554",,,2023-04-11
Zabul,"3,416",82,"2,401",,,2023-04-11
Badakhshan,"5,131",88,"4,722",,,2023-04-06
Badghis,"2,379",32,"1,889",,,2023-04-06
Baghlan,"5,007",99,"4,802",,,2023-04-06
Balkh,"8,602",583,"8,136",,,2023-04-06
Bamyan,"4,526",52,"4,409",,,2023-04-06
Dykundi,"3,576",68,"2,910",,,2023-04-06
Farah,"3,055",169,"1,712",,,2023-04-06
Faryab,"2,489",145,"2,321",,,2023-04-06
Ghazni,"5,939",164,"4,742",,,2023-04-06
Ghor,"4,115",60,"3,576",,,2023-04-06
Helmand,"4,360",168,"3,718",,,2023-04-06
Hirat,"20,998",787,"20,167",,,2023-04-06
Jawzjan,"2,010",52,"2,018",,,2023-04-06
Kabul,"32,100","2,388","31,940",,,2023-04-06
Kandahar,"11,322",258,"11,276",,,2023-04-06
Kapisa,"5,031",89,"4,823",,,2023-04-06
Khost,"2,131",266,"1,623",,,2023-04-06
Kunar,"3,129",109,"3,084",,,2023-04-06
Kunduz,"6,154",230,"5,873",,,2023-04-06
Laghman,"3,675",192,"4,074",,,2023-04-06
Logar,"3,877",96,"3,892",,,2023-04-06
Nangarhar,"17,469",548,"16,585",,,2023-04-06
Nimroz,"3,640",108,"3,444",,,2023-04-06
Nooristan,802,9,818,,,2023-04-06
Paktika,"2,095",54,"1,741",,,2023-04-06
Paktya,"3,955",209,"3,663",,,2023-04-06
Panjsher,"3,996",50,"3,548",,,2023-04-06
Parwan,"5,345",51,"4,841",,,2023-04-06
Samangan,"1,864",73,"1,734",,,2023-04-06
Sar-e-Pul,"1,474",34,"1,343",,,2023-04-06
Takhar,"6,955",234,"6,466",,,2023-04-06
Urozgan,"1,294",20,786,,,2023-04-06
Wardak,"6,779",218,"6,548",,,2023-04-06
Zabul,"3,414",82,"2,401",,,2023-04-06
Badakhshan,"5,112",88,"4,719",,,2023-04-04
Badghis,"2,379",32,"1,884",,,2023-04-04
Baghlan,"5,003",99,"4,802",,,2023-04-04
Balkh,"8,602",583,"8,136",,,2023-04-04
Bamyan,"4,519",52,"4,408",,,2023-04-04
Dykundi,"3,576",68,"2,910",,,2023-04-04
Farah,"3,055",169,"1,712",,,2023-04-04
Faryab,"2,487",145,"2,321",,,2023-04-04
Ghazni,"5,939",164,"4,742",,,2023-04-04
Ghor,"4,110",60,"3,573",,,2023-04-04
Helmand,"4,360",168,"3,718",,,2023-04-04
Hirat,"20,979",787,"20,165",,,2023-04-04
Jawzjan,"1,994",52,"2,018",,,2023-04-04
Kabul,"32,070","2,388","31,940",,,2023-04-04
Kandahar,"11,322",258,"11,276",,,2023-04-04
Kapisa,"5,031",89,"4,823",,,2023-04-04
Khost,"2,131",266,"1,623",,,2023-04-04
Kunar,"3,129",109,"3,084",,,2023-04-04
Kunduz,"6,151",230,"5,873",,,2023-04-04
Laghman,"3,670",192,"4,074",,,2023-04-04
Logar,"3,877",96,"3,892",,,2023-04-04
Nangarhar,"17,451",548,"16,585",,,2023-04-04
Nimroz,"3,640",108,"3,444",,,2023-04-04
Nooristan,792,9,818,,,2023-04-04
Paktika,"2,095",54,"1,741",,,2023-04-04
Paktya,"3,955",209,"3,663",,,2023-04-04
Panjsher,"3,995",50,"3,548",,,2023-04-04
Parwan,"5,345",51,"4,841",,,2023-04-04
Samangan,"1,864",73,"1,734",,,2023-04-04
Sar-e-Pul,"1,466",34,"1,343",,,2023-04-04
Takhar,"6,944",234,"6,466",,,2023-04-04
Urozgan,"1,294",20,786,,,2023-04-04
Wardak,"6,779",218,"6,548",,,2023-04-04
Zabul,"3,414",82,"2,401",,,2023-04-04
Badakhshan,"5,068",88,"4,710",,,2023-03-30
Badghis,"2,379",32,"1,870",,,2023-03-30
Baghlan,"5,001",99,"4,802",,,2023-03-30
Balkh,"8,579",583,"8,136",,,2023-03-30
Bamyan,"4,505",52,"4,406",,,2023-03-30
Dykundi,"3,576",68,"2,910",,,2023-03-30
Farah,"3,052",169,"1,712",,,2023-03-30
Faryab,"2,484",145,"2,318",,,2023-03-30
Ghazni,"5,932",164,"4,742",,,2023-03-30
Ghor,"4,104",60,"3,572",,,2023-03-30
Helmand,"4,349",168,"3,718",,,2023-03-30
Hirat,"20,942",786,"20,126",,,2023-03-30
Jawzjan,"1,992",52,"2,018",,,2023-03-30
Kabul,"31,968","2,388","31,940",,,2023-03-30
Kandahar,"11,280",258,"11,268",,,2023-03-30
Kapisa,"5,022",89,"4,823",,,2023-03-30
Khost,"2,131",266,"1,623",,,2023-03-30
Kunar,"3,120",109,"3,084",,,2023-03-30
Kunduz,"6,134",230,"5,869",,,2023-03-30
Laghman,"3,647",192,"4,068",,,2023-03-30
Logar,"3,871",96,"3,886",,,2023-03-30
Nangarhar,"17,379",547,"16,585",,,2023-03-30
Nimroz,"3,602",108,"3,444",,,2023-03-30
Nooristan,789,9,818,,,2023-03-30
Paktika,"2,078",54,"1,741",,,2023-03-30
Paktya,"3,950",209,"3,663",,,2023-03-30
Panjsher,"3,991",50,"3,548",,,2023-03-30
Parwan,"5,345",51,"4,841",,,2023-03-30
Samangan,"1,857",73,"1,734",,,2023-03-30
Sar-e-Pul,"1,454",34,"1,333",,,2023-03-30
Takhar,"6,901",234,"6,463",,,2023-03-30
Urozgan,"1,292",20,786,,,2023-03-30
Wardak,"6,774",218,"6,546",,,2023-03-30
Zabul,"3,414",82,"2,401",,,2023-03-30
Badakhshan,"5,022",88,"4,705",,,2023-03-21
Badghis,"2,379",32,"1,870",,,2023-03-21
Baghlan,"4,996",99,"4,802",,,2023-03-21
Balkh,"8,576",583,"8,127",,,2023-03-21
Bamyan,"4,488",52,"4,402",,,2023-03-21
Dykundi,"3,576",68,"2,910",,,2023-03-21
Farah,"3,049",169,"1,712",,,2023-03-21
Faryab,"2,484",145,"2,304",,,2023-03-21
Ghazni,"5,929",164,"4,742",,,2023-03-21
Ghor,"4,100",60,"3,564",,,2023-03-21
Helmand,"4,340",168,"3,718",,,2023-03-21
Hirat,"20,895",786,"19,811",,,2023-03-21
Jawzjan,"1,991",52,"2,018",,,2023-03-21
Kabul,"31,948","2,388","31,940",,,2023-03-21
Kandahar,"11,221",258,"11,262",,,2023-03-21
Kapisa,"5,022",89,"4,823",,,2023-03-21
Khost,"2,131",266,"1,623",,,2023-03-21
Kunar,"3,102",109,"3,084",,,2023-03-21
Kunduz,"6,128",230,"5,869",,,2023-03-21
Laghman,"3,614",192,"4,058",,,2023-03-21
Logar,"3,860",96,"3,875",,,2023-03-21
Nangarhar,"17,184",546,"16,585",,,2023-03-21
Nimroz,"3,559",108,"3,440",,,2023-03-21
Nooristan,784,9,818,,,2023-03-21
Paktika,"2,072",54,"1,741",,,2023-03-21
Paktya,"3,947",209,"3,663",,,2023-03-21
Panjsher,"3,991",50,"3,548",,,2023-03-21
Parwan,"5,345",51,"4,841",,,2023-03-21
Samangan,"1,856",73,"1,734",,,2023-03-21
Sar-e-Pul,"1,436",34,"1,323",,,2023-03-21
Takhar,"6,873",234,"6,449",,,2023-03-21
Urozgan,"1,291",20,786,,,2023-03-21
Wardak,"6,766",218,"6,542",,,2023-03-21
Zabul,"3,413",82,"2,401",,,2023-03-21
Badakhshan,"5,017",88,"4,704",,,2023-03-17
Badghis,"2,379",32,"1,870",,,2023-03-17
Baghlan,"4,996",99,"4,802",,,2023-03-17
Balkh,"8,576",583,"8,125",,,2023-03-17
Bamyan,"4,485",52,"4,402",,,2023-03-17
Dykundi,"3,576",68,"2,910",,,2023-03-17
Farah,"3,049",169,"1,712",,,2023-03-17
Faryab,"2,484",145,"2,297",,,2023-03-17
Ghazni,"5,923",164,"4,742",,,2023-03-17
Ghor,"4,100",60,"3,557",,,2023-03-17
Helmand,"4,340",168,"3,718",,,2023-03-17
Hirat,"20,888",786,"19,641",,,2023-03-17
Jawzjan,"1,988",52,"2,018",,,2023-03-17
Kabul,"31,948","2,388","31,940",,,2023-03-17
Kandahar,"11,206",258,"11,260",,,2023-03-17
Kapisa,"5,022",89,"4,823",,,2023-03-17
Khost,"2,131",266,"1,623",,,2023-03-17
Kunar,"3,102",109,"3,084",,,2023-03-17
Kunduz,"6,128",230,"5,866",,,2023-03-17
Laghman,"3,607",192,"4,054",,,2023-03-17
Logar,"3,857",96,"3,870",,,2023-03-17
Nangarhar,"17,111",546,"16,585",,,2023-03-17
Nimroz,"3,552",108,"3,439",,,2023-03-17
Nooristan,784,9,818,,,2023-03-17
Paktika,"2,068",54,"1,741",,,2023-03-17
Paktya,"3,947",209,"3,663",,,2023-03-17
Panjsher,"3,991",50,"3,548",,,2023-03-17
Parwan,"5,345",51,"4,841",,,2023-03-17
Samangan,"1,856",73,"1,734",,,2023-03-17
Sar-e-Pul,"1,433",34,"1,323",,,2023-03-17
Takhar,"6,865",234,"6,445",,,2023-03-17
Urozgan,"1,291",20,786,,,2023-03-17
Wardak,"6,766",218,"6,542",,,2023-03-17
Zabul,"3,413",82,"2,401",,,2023-03-17
Badakhshan,"5,012",88,"4,702",,,2023-03-14
Badghis,"2,379",32,"1,870",,,2023-03-14
Baghlan,"4,996",99,"4,802",,,2023-03-14
Balkh,"8,575",583,"8,115",,,2023-03-14
Bamyan,"4,485",52,"4,401",,,2023-03-14
Dykundi,"3,576",68,"2,910",,,2023-03-14
Farah,"3,049",169,"1,712",,,2023-03-14
Faryab,"2,484",145,"2,297",,,2023-03-14
Ghazni,"5,916",164,"4,742",,,2023-03-14
Ghor,"4,098",60,"3,555",,,2023-03-14
Helmand,"4,340",168,"3,718",,,2023-03-14
Hirat,"20,883",786,"19,433",,,2023-03-14
Jawzjan,"1,988",52,"2,018",,,2023-03-14
Kabul,"31,941","2,388","31,940",,,2023-03-14
Kandahar,"11,201",258,"11,260",,,2023-03-14
Kapisa,"5,022",89,"4,823",,,2023-03-14
Khost,"2,131",266,"1,623",,,2023-03-14
Kunar,"3,102",109,"3,084",,,2023-03-14
Kunduz,"6,126",230,"5,866",,,2023-03-14
Laghman,"3,603",192,"4,054",,,2023-03-14
Logar,"3,857",96,"3,870",,,2023-03-14
Nangarhar,"17,061",546,"16,585",,,2023-03-14
Nimroz,"3,544",108,"3,437",,,2023-03-14
Nooristan,781,9,818,,,2023-03-14
Paktika,"2,064",54,"1,741",,,2023-03-14
Paktya,"3,947",209,"3,663",,,2023-03-14
Panjsher,"3,991",50,"3,548",,,2023-03-14
Parwan,"5,345",51,"4,841",,,2023-03-14
Samangan,"1,856",73,"1,734",,,2023-03-14
Sar-e-Pul,"1,430",34,"1,323",,,2023-03-14
Takhar,"6,859",234,"6,445",,,2023-03-14
Urozgan,"1,291",20,786,,,2023-03-14
Wardak,"6,764",218,"6,541",,,2023-03-14
Zabul,"3,413",82,"2,401",,,2023-03-14
Badakhshan,"5,012",88,"4,700",,,2023-03-09
Badghis,"2,379",32,"1,870",,,2023-03-09
Baghlan,"4,992",99,"4,802",,,2023-03-09
Balkh,"8,575",583,"8,107",,,2023-03-09
Bamyan,"4,482",52,"4,396",,,2023-03-09
Dykundi,"3,576",68,"2,910",,,2023-03-09
Farah,"3,049",169,"1,712",,,2023-03-09
Faryab,"2,484",145,"2,279",,,2023-03-09
Ghazni,"5,916",164,"4,742",,,2023-03-09
Ghor,"4,097",60,"3,552",,,2023-03-09
Helmand,"4,335",168,"3,718",,,2023-03-09
Hirat,"20,865",785,"19,379",,,2023-03-09
Jawzjan,"1,985",52,"2,018",,,2023-03-09
Kabul,"31,941","2,388","31,940",,,2023-03-09
Kandahar,"11,179",258,"11,259",,,2023-03-09
Kapisa,"5,022",89,"4,823",,,2023-03-09
Khost,"2,130",266,"1,623",,,2023-03-09
Kunar,"3,101",109,"3,084",,,2023-03-09
Kunduz,"6,125",230,"5,864",,,2023-03-09
Laghman,"3,598",192,"4,050",,,2023-03-09
Logar,"3,856",96,"3,870",,,2023-03-09
Nangarhar,"17,039",545,"16,585",,,2023-03-09
Nimroz,"3,537",108,"3,435",,,2023-03-09
Nooristan,779,9,818,,,2023-03-09
Paktika,"2,063",54,"1,741",,,2023-03-09
Paktya,"3,947",209,"3,663",,,2023-03-09
Panjsher,"3,991",50,"3,548",,,2023-03-09
Parwan,"5,345",51,"4,841",,,2023-03-09
Samangan,"1,854",73,"1,734",,,2023-03-09
Sar-e-Pul,"1,427",34,"1,316",,,2023-03-09
Takhar,"6,854",234,"6,445",,,2023-03-09
Urozgan,"1,291",20,786,,,2023-03-09
Wardak,"6,761",218,"6,540",,,2023-03-09
Zabul,"3,413",82,"2,401",,,2023-03-09
Badakhshan,"5,012",88,"4,700",,,2023-03-07
Badghis,"2,379",32,"1,870",,,2023-03-07
Baghlan,"4,992",99,"4,802",,,2023-03-07
Balkh,"8,574",583,"8,102",,,2023-03-07
Bamyan,"4,481",52,"4,396",,,2023-03-07
Dykundi,"3,576",68,"2,910",,,2023-03-07
Farah,"3,049",169,"1,712",,,2023-03-07
Faryab,"2,484",145,"2,272",,,2023-03-07
Ghazni,"5,911",164,"4,742",,,2023-03-07
Ghor,"4,095",60,"3,552",,,2023-03-07
Helmand,"4,331",168,"3,718",,,2023-03-07
Hirat,"20,859",785,"19,378",,,2023-03-07
Jawzjan,"1,981",52,"2,018",,,2023-03-07
Kabul,"31,941","2,388","31,940",,,2023-03-07
Kandahar,"11,179",258,"11,259",,,2023-03-07
Kapisa,"5,022",89,"4,823",,,2023-03-07
Khost,"2,130",266,"1,623",,,2023-03-07
Kunar,"3,101",109,"3,084",,,2023-03-07
Kunduz,"6,124",230,"5,864",,,2023-03-07
Laghman,"3,595",192,"4,046",,,2023-03-07
Logar,"3,856",96,"3,870",,,2023-03-07
Nangarhar,"17,032",545,"16,585",,,2023-03-07
Nimroz,"3,534",108,"3,434",,,2023-03-07
Nooristan,779,9,818,,,2023-03-07
Paktika,"2,062",54,"1,741",,,2023-03-07
Paktya,"3,947",209,"3,663",,,2023-03-07
Panjsher,"3,991",50,"3,548",,,2023-03-07
Parwan,"5,345",51,"4,841",,,2023-03-07
Samangan,"1,854",73,"1,734",,,2023-03-07
Sar-e-Pul,"1,427",34,"1,316",,,2023-03-07
Takhar,"6,853",234,"6,443",,,2023-03-07
Urozgan,"1,291",20,786,,,2023-03-07
Wardak,"6,761",218,"6,538",,,2023-03-07
Zabul,"3,413",82,"2,401",,,2023-03-07
Badakhshan,"5,011",88,"4,700",,,2023-03-03
Badghis,"2,379",32,"1,870",,,2023-03-03
Baghlan,"4,992",99,"4,802",,,2023-03-03
Balkh,"8,574",583,"8,094",,,2023-03-03
Bamyan,"4,481",52,"4,396",,,2023-03-03
Dykundi,"3,574",68,"2,910",,,2023-03-03
Farah,"3,049",169,"1,712",,,2023-03-03
